timestamp,poseX,poseY,poseZ,oriX,oriY,oriZ,oriW
0,-1.684736,-0.7195716,1.976959,0.4386949,-0.0796567,0.005181488,0.8950837
142857,-1.684316,-0.7206341,1.978367,0.4403859,-0.08208171,0.007928147,0.8940135
285714,-1.684693,-0.7174163,1.981497,0.4219534,-0.08518822,0.01179399,0.9025294
428571,-1.684535,-0.7165775,1.983755,0.4164722,-0.08592523,0.01420627,0.9049675
571428,-1.684272,-0.716825,1.985525,0.4145364,-0.08815231,0.01702842,0.9055931
714285,-1.68401,-0.7170712,1.987285,0.412604,-0.09036613,0.01983528,0.9062001
857142,-1.683658,-0.7118269,1.991391,0.3984631,-0.07617195,0.0009255033,0.9140154
999999,-1.68339,-0.711363,1.993451,0.3949652,-0.07618234,0.0007271819,0.9155317
1142856,-1.683121,-0.710897,1.995519,0.3914462,-0.07619168,0.000527971,0.9170412
1285713,-1.681981,-0.7082606,1.996386,0.3918487,-0.06446642,-0.01995782,0.9175513
1428570,-1.681615,-0.7075379,1.998272,0.3888771,-0.06301998,-0.02251854,0.9188558
1571427,-1.681246,-0.7068099,2.000172,0.3858757,-0.06156147,-0.02509804,0.9201524
1714284,-1.681341,-0.7080181,1.998157,0.3912708,-0.06360444,-0.01684877,0.9179204
1857141,-1.681218,-0.707829,1.998726,0.3904892,-0.06320708,-0.01734672,0.9182713
1999998,-1.682343,-0.7098458,1.993689,0.4008696,-0.06936596,-0.0102304,0.913448
2142855,-1.682325,-0.7098419,1.993886,0.4009963,-0.06966185,-0.0100119,0.9133724
2285712,-1.682325,-0.7098419,1.993886,0.4009963,-0.06966185,-0.0100119,0.9133724
2428569,-1.682325,-0.7098419,1.993886,0.4009963,-0.06966185,-0.0100119,0.9133724
2571426,-1.683252,-0.7104704,1.994841,0.4093876,-0.08408502,-0.001474876,0.9084764
2714283,-1.683252,-0.7104704,1.994841,0.4093876,-0.08408502,-0.001474876,0.9084764
2857140,-1.684265,-0.7106311,1.99352,0.4132326,-0.09473276,0.006619045,0.9056604
2999997,-1.684496,-0.7106985,1.993453,0.4144008,-0.09740404,0.008460961,0.9048275
3142854,-1.684743,-0.7102038,1.993231,0.4132864,-0.1010264,0.01071345,0.9049162
3285711,-1.684819,-0.7095194,1.993423,0.4128157,-0.1020377,0.01237866,0.9049963
3428568,-1.685012,-0.709319,1.993421,0.4131992,-0.104312,0.01405677,0.9045374
3571425,-1.685022,-0.7093127,1.99342,0.4132279,-0.1044313,0.01414493,0.9045092
3714282,-1.684826,-0.70789,1.994343,0.4093044,-0.1008395,0.01260113,0.9067208
3857139,-1.684826,-0.70789,1.994343,0.4093044,-0.1008395,0.01260113,0.9067208
3999996,-1.684826,-0.70789,1.994343,0.4093044,-0.1008395,0.01260113,0.9067208
4142853,-1.685037,-0.7061633,1.995454,0.4032843,-0.09820951,0.009783003,0.9097368
4285710,-1.685037,-0.7061633,1.995454,0.4032843,-0.09820951,0.009783003,0.9097368
4428567,-1.686093,-0.7038301,1.996636,0.3955196,-0.09349273,0.004871891,0.9136738
4571424,-1.686093,-0.7038301,1.996636,0.3955196,-0.09349273,0.004871891,0.9136738
4714281,-1.686093,-0.7038301,1.996636,0.3955196,-0.09349273,0.004871891,0.9136738
4857138,-1.687255,-0.7037015,1.995535,0.3951503,-0.09240107,-0.001015639,0.9139569
4999995,-1.687293,-0.7037787,1.995446,0.395362,-0.09261152,-0.000909378,0.9138442
5142852,-1.687293,-0.7037787,1.995446,0.395362,-0.09261152,-0.000909378,0.9138442
5285709,-1.687293,-0.7037787,1.995446,0.395362,-0.09261152,-0.000909378,0.9138442
5428566,-1.687764,-0.7049723,1.994344,0.3981979,-0.09477664,0.00276582,0.912386
5571423,-1.687764,-0.7049723,1.994344,0.3981979,-0.09477664,0.00276582,0.912386
5714280,-1.690612,-0.7068706,1.990816,0.4008705,-0.09903136,0.005292953,0.9107512
5857137,-1.690612,-0.7068706,1.990816,0.4008705,-0.09903136,0.005292953,0.9107512
5999994,-1.691313,-0.7080377,1.989562,0.4011268,-0.09899361,0.003476272,0.9106512
6142851,-1.691633,-0.7086307,1.988957,0.4018765,-0.09849476,0.002352379,0.9103783
6285708,-1.691725,-0.7088125,1.988777,0.4020901,-0.09830637,0.001999998,0.9103052
6428565,-1.691725,-0.7088125,1.988777,0.4020901,-0.09830637,0.001999998,0.9103052
6571422,-1.692596,-0.7121916,1.985958,0.4053711,-0.09487404,-0.001427693,0.9092147
6714279,-1.692596,-0.7121916,1.985958,0.4053711,-0.09487404,-0.001427693,0.9092147
6857136,-1.69328,-0.7154553,1.98328,0.4088537,-0.09360529,-0.000183883,0.9077868
6999993,-1.693316,-0.7156271,1.98313,0.4090532,-0.0934298,-0.0003165971,0.9077149
7142850,-1.693316,-0.7156271,1.98313,0.4090532,-0.0934298,-0.0003165971,0.9077149
7285707,-1.694339,-0.7184573,1.979881,0.4137311,-0.09148072,-0.005232301,0.9057762
7428564,-1.694339,-0.7184573,1.979881,0.4137311,-0.09148072,-0.005232301,0.9057762
7571421,-1.694339,-0.7184573,1.979881,0.4137311,-0.09148072,-0.005232301,0.9057762
7714278,-1.695665,-0.719401,1.977875,0.4157317,-0.09382495,-0.003737997,0.9046271
7857135,-1.695701,-0.7193639,1.977857,0.4155549,-0.09388084,-0.003782576,0.9047023
7999992,-1.695701,-0.7193639,1.977857,0.4155549,-0.09388084,-0.003782576,0.9047023
8142849,-1.696914,-0.7197284,1.976372,0.4158706,-0.09508625,-0.005299556,0.9044237
8285706,-1.696914,-0.7197284,1.976372,0.4158706,-0.09508625,-0.005299556,0.9044237
8428563,-1.696914,-0.7197284,1.976372,0.4158706,-0.09508625,-0.005299556,0.9044237
8571420,-1.697701,-0.7202215,1.975261,0.415847,-0.09451222,-0.007211949,0.9044815
8714277,-1.697764,-0.7202919,1.975151,0.4159611,-0.09444281,-0.007459706,0.9044343
8857134,-1.697764,-0.7202919,1.975151,0.4159611,-0.09444281,-0.007459706,0.9044343
8999991,-1.698251,-0.7213402,1.974005,0.4163662,-0.09108993,-0.01026777,0.9045643
9142848,-1.698251,-0.7213402,1.974005,0.4163662,-0.09108993,-0.01026777,0.9045643
9285705,-1.698372,-0.7220653,1.973536,0.4170996,-0.08872129,-0.01231134,0.9044362
9428562,-1.698426,-0.7225108,1.973403,0.4171319,-0.08832069,-0.01249295,0.9044582
9571419,-1.698426,-0.7225108,1.973403,0.4171319,-0.08832069,-0.01249295,0.9044582
9714276,-1.698623,-0.7231567,1.973151,0.4174392,-0.08787651,-0.01320076,0.9043495
9857133,-1.698721,-0.7233482,1.97308,0.4177922,-0.08777992,-0.01335527,0.9041936
9999990,-1.698721,-0.7233482,1.97308,0.4177922,-0.08777992,-0.01335527,0.9041936
10142847,-1.69696,-0.7307031,1.971877,0.4159379,-0.08829675,-0.01123186,0.9050267
10285704,-1.696621,-0.7318822,1.971697,0.4156216,-0.08829217,-0.01088219,0.9051766
10428561,-1.696621,-0.7318822,1.971697,0.4156216,-0.08829217,-0.01088219,0.9051766
10571418,-1.693071,-0.7448286,1.969843,0.4125012,-0.0883008,-0.00759777,0.9066356
10714275,-1.693082,-0.7448745,1.969831,0.4124954,-0.08827504,-0.007620847,0.9066405
10857132,-1.693082,-0.7448745,1.969831,0.4124954,-0.08827504,-0.007620847,0.9066405
10999989,-1.693202,-0.746015,1.96962,0.4123771,-0.08827724,-0.008228227,0.9066888
11142846,-1.693202,-0.746015,1.96962,0.4123771,-0.08827724,-0.008228227,0.9066888
11285703,-1.693202,-0.746015,1.96962,0.4123771,-0.08827724,-0.008228227,0.9066888
11428560,-1.693076,-0.7473745,1.969481,0.4120087,-0.08780278,-0.008678449,0.9068981
11571417,-1.69301,-0.747642,1.969477,0.4118445,-0.08757956,-0.008989622,0.9069913
11714274,-1.69301,-0.747642,1.969477,0.4118445,-0.08757956,-0.008989622,0.9069913
11857131,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
11999988,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12142845,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12285702,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12428559,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12571416,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12714273,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12857130,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
12999987,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
13142844,-1.693217,-0.7460884,1.969815,0.4112436,-0.08634591,-0.009129513,0.9073808
13285701,-1.693679,-0.7430986,1.970272,0.4107951,-0.08418987,-0.008341503,0.907794
13428558,-1.693679,-0.7430986,1.970272,0.4107951,-0.08418987,-0.008341503,0.907794
13571415,-1.69373,-0.7437021,1.969647,0.4110583,-0.08380824,-0.009185477,0.907702
13714272,-1.69373,-0.7437021,1.969647,0.4110583,-0.08380824,-0.009185477,0.907702
13857129,-1.693196,-0.7438154,1.969734,0.4104946,-0.0818794,-0.01022164,0.908122
