timestamp,poseX,poseY,poseZ,oriX,oriY,oriZ,oriW
0,-1.896356,-0.01256654,2.763121,0.1691072,-0.09733219,-0.0001697492,0.9807799
142857,-1.893843,-0.01336725,2.764657,0.1712536,-0.09752427,-0.000223442,0.9803882
285714,-1.888533,-0.0166828,2.764077,0.1824996,-0.09502362,-0.001837234,0.9786016
428571,-1.88547,-0.0179648,2.765229,0.1859638,-0.09479938,-0.002138638,0.9779704
571428,-1.879131,-0.02106349,2.764512,0.1995048,-0.08808812,-0.004881772,0.9759173
714285,-1.874982,-0.02277431,2.765085,0.2058919,-0.08585908,-0.006180469,0.9747813
857142,-1.871115,-0.02448875,2.765821,0.2111973,-0.08440483,-0.006974489,0.9737673
999999,-1.864388,-0.02751985,2.764475,0.2227928,-0.07872643,-0.01248508,0.9716016
1142856,-1.859466,-0.02996366,2.764474,0.230517,-0.07609634,-0.01383502,0.9699897
1285713,-1.85487,-0.032103,2.76473,0.2370873,-0.07386886,-0.01533892,0.9685544
1428570,-1.846914,-0.03867353,2.764037,0.261055,-0.06409851,-0.01665989,0.9630494
1571427,-1.841735,-0.04222663,2.764031,0.2713209,-0.06000725,-0.01839252,0.9604404
1714284,-1.836428,-0.04549249,2.764068,0.2807016,-0.05640653,-0.01994197,0.9579286
1857141,-1.828592,-0.05818306,2.76298,0.3219242,-0.04496931,-0.02420028,0.9453872
1999998,-1.822709,-0.06383072,2.762573,0.3368697,-0.04000819,-0.02632854,0.9403324
2142855,-1.816857,-0.0692351,2.762312,0.3511616,-0.03512664,-0.02830274,0.9352276
2285712,-1.808834,-0.08305173,2.754445,0.4017558,-0.02108652,-0.03814487,0.914709
2428569,-1.802493,-0.09001347,2.752295,0.4231507,-0.01453611,-0.04139402,0.9049966
2571426,-1.796209,-0.09712377,2.750436,0.4425755,-0.008188301,-0.04453049,0.8955874
2714283,-1.789499,-0.09224897,2.755228,0.4633264,0.006141379,-0.03984069,0.8852704
2857140,-1.78312,-0.09707581,2.754888,0.4820186,0.0135529,-0.04168449,0.8750639
2999997,-1.776996,-0.09739279,2.756936,0.4379581,0.009985599,-0.03921237,0.8980843
3142854,-1.770054,-0.09986597,2.756109,0.4424612,0.01657902,-0.0413368,0.8956811
3285711,-1.763547,-0.1032827,2.756064,0.4503728,0.02244555,-0.04270019,0.8915365
3428568,-1.759676,-0.1020698,2.755571,0.4541855,0.02540026,-0.036459,0.8897984
3571425,-1.75422,-0.1036331,2.756119,0.4583194,0.02902426,-0.03607384,0.8875808
3714282,-1.748431,-0.1055017,2.75634,0.4641803,0.03365529,-0.03614925,0.8843627
3857139,-1.742587,-0.1075666,2.756441,0.4706215,0.03864963,-0.03619592,0.8807448
3999996,-1.737683,-0.1057972,2.757049,0.4526552,0.03201935,-0.03516634,0.8904164
4142853,-1.73211,-0.1070938,2.757257,0.4557441,0.03542459,-0.03503469,0.8887154
4285710,-1.726498,-0.1083994,2.757466,0.4588442,0.03885358,-0.03490122,0.8869804
4428567,-1.723359,-0.1073526,2.758198,0.4552702,0.03934176,-0.03486546,0.8888002
4571424,-1.718335,-0.1081681,2.758524,0.4573922,0.04227641,-0.03476766,0.8875788
4714281,-1.713311,-0.1089833,2.758852,0.4595076,0.04521049,-0.03466931,0.8863447
4857138,-1.710704,-0.1078196,2.759737,0.4556646,0.04048889,-0.03888261,0.8883798
4999995,-1.706169,-0.1082663,2.760184,0.4569662,0.04236136,-0.03937443,0.8876019
5142852,-1.702828,-0.1084871,2.762191,0.4538656,0.04158609,-0.04063244,0.8891714
5285709,-1.698596,-0.1088639,2.763056,0.4541804,0.04305018,-0.04139162,0.8889059
5428566,-1.694338,-0.1092564,2.763867,0.4547217,0.04453134,-0.0420274,0.8885263
5571423,-1.69186,-0.1098449,2.766785,0.4478692,0.04362314,-0.03974604,0.8921494
5714280,-1.688003,-0.1102886,2.768038,0.4472747,0.04471333,-0.0399121,0.8923861
5857137,-1.685433,-0.1108679,2.768957,0.4470996,0.04282677,-0.03706174,0.8926893
5999994,-1.682189,-0.1113779,2.770242,0.4478287,0.04318872,-0.03602111,0.892349
6142851,-1.678712,-0.111888,2.771452,0.4475487,0.04374711,-0.03555136,0.8924811
6285708,-1.675241,-0.1123974,2.772661,0.4472689,0.04430472,-0.03508229,0.8926124
6428565,-1.674699,-0.1124866,2.776069,0.4516635,0.04393061,-0.03576381,0.8903882
6571422,-1.671827,-0.1129334,2.777725,0.452024,0.04433946,-0.03548623,0.8901961
6714279,-1.668976,-0.1133769,2.779369,0.4523817,0.04474524,-0.03521072,0.8900049
6857136,-1.668649,-0.1120365,2.78346,0.4528269,0.04065764,-0.03597405,0.8899442
6999993,-1.66627,-0.1121653,2.785606,0.4531852,0.04039142,-0.03583157,0.8897796
7142850,-1.66582,-0.1110354,2.790152,0.4501458,0.03611594,-0.03448411,0.8915578
7285707,-1.664136,-0.1108244,2.793163,0.4494431,0.03505983,-0.03405381,0.8919709
7428564,-1.662218,-0.1106559,2.795935,0.4491479,0.03410022,-0.03370338,0.8921701
7571421,-1.662,-0.1097993,2.80144,0.4421903,0.03117396,-0.03408965,0.8957309
7714278,-1.660536,-0.1093815,2.805025,0.4406174,0.02980696,-0.03378889,0.8965635
7857135,-1.659048,-0.1090234,2.808463,0.4391992,0.02852507,-0.03354189,0.8973101
7999992,-1.659226,-0.1077171,2.815108,0.4304769,0.02544299,-0.03283836,0.9016452
8142849,-1.658091,-0.1071477,2.819259,0.4278265,0.02373155,-0.03251951,0.9029639
8285706,-1.656975,-0.1066067,2.823415,0.4252263,0.0221235,-0.03220567,0.9042433
8428563,-1.657814,-0.1061622,2.828857,0.4212964,0.02136466,-0.03313275,0.9060658
8571420,-1.657124,-0.1056479,2.833276,0.4185152,0.01989503,-0.03301128,0.9073915
8714277,-1.656435,-0.1051336,2.837695,0.4157292,0.01842515,-0.03288943,0.9087069
8857134,-1.6574,-0.1043208,2.844018,0.414022,0.01752165,-0.0313497,0.9095582
8999991,-1.657282,-0.1036815,2.84894,0.4114136,0.01629856,-0.03098867,0.910776
9142848,-1.658182,-0.1023887,2.855454,0.4087982,0.01546094,-0.03065702,0.9119788
9285705,-1.658466,-0.1014081,2.861147,0.4056293,0.01441023,-0.03010398,0.9134281
9428562,-1.658588,-0.1006477,2.866464,0.4028831,0.01317843,-0.02972769,0.9146736
9571419,-1.660444,-0.09915859,2.873753,0.3956572,0.012533,-0.02793146,0.9178879
9714276,-1.661361,-0.09794641,2.880147,0.3903557,0.01107915,-0.02694369,0.9202031
9857133,-1.662037,-0.09698159,2.886072,0.3865238,0.00988915,-0.02626753,0.9218522
9999990,-1.665234,-0.09462165,2.893556,0.3753481,0.007836683,-0.02462042,0.9265237
10142847,-1.66704,-0.09314831,2.900052,0.3693595,0.006180049,-0.0236138,0.928966
10285704,-1.668443,-0.09183681,2.906371,0.3641168,0.004774245,-0.02274244,0.9310634
10428561,-1.672928,-0.0890355,2.913718,0.3530518,-0.0005448061,-0.02212428,0.935342
10571418,-1.676319,-0.08635627,2.920799,0.3442697,-0.004642625,-0.02298891,0.9385778
10714275,-1.678704,-0.08451539,2.92747,0.3376139,-0.006989123,-0.02241289,0.9409919
10857132,-1.68121,-0.08241013,2.93439,0.3309307,-0.009897733,-0.02211514,0.9433439
10999989,-1.688382,-0.07560071,2.943772,0.3148918,-0.02357579,-0.02599028,0.9484788
11142846,-1.691713,-0.07283501,2.950939,0.3068274,-0.02756831,-0.02608093,0.9510083
11285703,-1.695258,-0.06970587,2.958304,0.2973394,-0.03233416,-0.02666858,0.9538514
11428560,-1.701778,-0.05988979,2.968059,0.271622,-0.05329948,-0.02899155,0.9604896
11571417,-1.705801,-0.0558296,2.97568,0.260884,-0.05973107,-0.0293802,0.9630724
11714274,-1.709856,-0.05173723,2.983362,0.2500187,-0.06620315,-0.02976706,0.9655163
11857131,-1.71601,-0.04548307,2.988599,0.2455102,-0.08410902,-0.03123779,0.9652329
11999988,-1.72047,-0.04099543,2.995818,0.2355369,-0.09204748,-0.03176408,0.966975
12142845,-1.724962,-0.03647436,3.003091,0.22545,-0.1000294,-0.03228896,0.968568
12285702,-1.730515,-0.03182484,3.005493,0.2252618,-0.1156659,-0.03407711,0.9668078
12428559,-1.735202,-0.0272249,3.011961,0.2163948,-0.1246217,-0.0347587,0.9676955
12571416,-1.738204,-0.02444346,3.014983,0.2126826,-0.1273573,-0.03331316,0.968213
12714273,-1.742648,-0.02020587,3.020674,0.2045943,-0.1352459,-0.03363079,0.9688749
12857130,-1.74665,-0.01849093,3.025094,0.1908923,-0.1390366,-0.02868968,0.9712908
12999987,-1.750789,-0.01515768,3.030351,0.1808016,-0.1463218,-0.02740809,0.972188
13142844,-1.755147,-0.01155379,3.035691,0.1715015,-0.1534901,-0.02669509,0.9727874
13285701,-1.758598,-0.01160854,3.040303,0.1591854,-0.1586788,-0.02210635,0.9741624
13428558,-1.762613,-0.009415567,3.045236,0.1502074,-0.165434,-0.0201681,0.9745064
13571415,-1.766804,-0.006755769,3.050372,0.1404827,-0.1722308,-0.01870991,0.9748083
13714272,-1.770985,-0.004103199,3.055495,0.1307626,-0.1789857,-0.01725276,0.9749706
13857129,-1.7744,-0.004695833,3.05951,0.1287493,-0.185961,-0.01411972,0.9739829
13999986,-1.778468,-0.002617776,3.064476,0.1200676,-0.1927488,-0.01242206,0.9737954
14142843,-1.781345,-0.002388671,3.066703,0.1157951,-0.2033766,-0.006787014,0.9722054
14285700,-1.785017,-0.0007703155,3.070962,0.10926,-0.2113724,-0.004605525,0.9712687
14428557,-1.788833,0.000870958,3.075342,0.1015381,-0.2188331,-0.002293721,0.9704622
14571414,-1.792289,0.002306685,3.076602,0.1022111,-0.2319403,-0.005727908,0.9673281
14714271,-1.796008,0.003887445,3.080318,0.09584703,-0.2401982,-0.004409657,0.9659703
14857128,-1.799745,0.005476043,3.084054,0.08943963,-0.2484709,-0.003084176,0.9644964
14999985,-1.801255,0.005929753,3.084301,0.100657,-0.2538748,-0.02105861,0.9617548
15142842,-1.804297,0.007123068,3.086926,0.09976576,-0.2603005,-0.02517627,0.9600295
15285699,-1.806267,0.009399667,3.089332,0.0993852,-0.2618556,-0.03267552,0.9594199
15428556,-1.808715,0.01140659,3.092119,0.0935882,-0.2671995,-0.03461273,0.9584611
15571413,-1.811506,0.0131198,3.094932,0.09020657,-0.2735222,-0.03734367,0.9568981
15714270,-1.812593,0.01366289,3.096312,0.0734539,-0.2760478,-0.03348186,0.9577479
15857127,-1.814427,0.01489629,3.098458,0.0665548,-0.2800544,-0.03390579,0.9570739
15999984,-1.816645,0.01634425,3.100867,0.06076258,-0.2853533,-0.03531544,0.9558421
16142841,-1.818879,0.01780346,3.103293,0.05492101,-0.290675,-0.03673378,0.9545377
16285698,-1.818421,0.01824149,3.103442,0.04438376,-0.2897491,-0.02935958,0.9556221
16428555,-1.820119,0.01953857,3.105437,0.03789033,-0.2941127,-0.02947064,0.9545646
16571412,-1.821816,0.02083558,3.107431,0.03139453,-0.298458,-0.02957986,0.9534476
16714269,-1.821256,0.02180983,3.108254,0.02229377,-0.2992258,-0.02703298,0.9535387
16857126,-1.822477,0.02304937,3.110008,0.0154745,-0.3030045,-0.02678806,0.9524869
16999983,-1.823707,0.02429838,3.111776,0.0086018,-0.3067933,-0.02653958,0.9513673
17142840,-1.824928,0.02553786,3.11353,0.001781027,-0.3105341,-0.02629135,0.9501969
17285697,-1.82544,0.02638628,3.115211,-0.001898968,-0.3114453,-0.02678815,0.9498845
17428554,-1.82475,0.02758525,3.115012,0.001624597,-0.3153674,-0.0256522,0.9486216
17571411,-1.825512,0.02877256,3.116471,-0.003604263,-0.3188169,-0.02536205,0.9474701
17714268,-1.824373,0.03040473,3.117949,-0.002704012,-0.3221749,-0.02447003,0.94636
17857125,-1.824789,0.03169769,3.119431,-0.007116942,-0.3255806,-0.0240932,0.9451805
17999982,-1.825204,0.03299065,3.120913,-0.01152964,-0.3289756,-0.02371558,0.9439702
18142839,-1.824852,0.03342906,3.121863,-0.01088649,-0.3334736,-0.0221136,0.9424372
18285696,-1.825126,0.03461774,3.123292,-0.01467415,-0.3370006,-0.0215933,0.9411424
18428553,-1.82507,0.03591852,3.124713,-0.01807533,-0.3409494,-0.02098732,0.9396735
18571410,-1.823168,0.03454909,3.12635,-0.01472052,-0.3474795,-0.02013578,0.9373558
18714267,-1.823063,0.03537384,3.127844,-0.01757601,-0.3513907,-0.01954961,0.9358598
18857124,-1.822518,0.03400891,3.130787,-0.008075899,-0.3558673,-0.01395673,0.9343974
18999981,-1.822305,0.03444393,3.132521,-0.009251196,-0.3598372,-0.01270234,0.9328828
19142838,-1.822093,0.03487888,3.134255,-0.0104263,-0.3637995,-0.01144769,0.9313486
19285695,-1.819355,0.0306907,3.137311,0.009323807,-0.3654201,-0.01278722,0.9307082
19428552,-1.818712,0.03034693,3.139289,0.01098969,-0.3690199,-0.01191728,0.9292802
19571409,-1.818063,0.02999972,3.141288,0.01267151,-0.3726476,-0.01103869,0.9278207
19714266,-1.814474,0.02662024,3.146152,0.0294525,-0.366965,-0.01505219,0.9296466
19857123,-1.813369,0.02578549,3.148601,0.03290492,-0.3694193,-0.01470497,0.9285637
19999980,-1.810869,0.02618624,3.152468,0.02683985,-0.3799085,-0.006978271,0.9246083
20142837,-1.807669,0.02580549,3.156513,0.02473462,-0.3823183,-0.006764301,0.9236748
20285694,-1.803532,0.02446003,3.163166,0.02698422,-0.3881397,-0.00453642,0.9211943
20428551,-1.799645,0.02325982,3.169708,0.0294733,-0.3945273,-0.002253309,0.9184087
20571408,-1.795226,0.02324775,3.174644,0.02860733,-0.3955758,0.003845594,0.9179797
20714265,-1.790435,0.02228472,3.181922,0.03050623,-0.4013845,0.007487881,0.9153709
20857122,-1.785307,0.02383645,3.189051,0.0317277,-0.3987447,0.009726386,0.9164613
20999979,-1.781405,0.02458847,3.196604,0.03062389,-0.3971403,0.01281506,0.9171574
21142836,-1.774824,0.02460636,3.207295,0.03234192,-0.3992998,0.01684881,0.9160948
21285693,-1.768504,0.0255471,3.222387,0.04392027,-0.3983016,0.03034061,0.9157
21428550,-1.761086,0.02128454,3.234658,0.05983681,-0.3968133,0.03564527,0.915253
21571407,-1.754485,0.01941948,3.24722,0.0692586,-0.3973013,0.0424013,0.9140881
21714264,-1.751121,0.01852195,3.253566,0.0736659,-0.3975328,0.0456729,0.9134851
21857121,-1.748242,0.01843506,3.258223,0.08515592,-0.4053665,0.04084242,0.9092625
21999978,-1.742067,0.01660581,3.269065,0.09183467,-0.4135055,0.04146635,0.904909
22142835,-1.739742,0.01650918,3.273835,0.09164035,-0.4207583,0.04216061,0.901547
22285692,-1.733782,0.01516607,3.285119,0.09947826,-0.42669,0.04490467,0.897788
22428549,-1.731523,0.01634374,3.290521,0.08133918,-0.462503,0.03532792,0.8821717
22571406,-1.72544,0.01477769,3.29513,0.08140028,-0.4955229,0.0231212,0.8644631
22714263,-1.72033,0.01378886,3.302954,0.08251194,-0.5135366,0.01949505,0.8538688
22857120,-1.716379,0.01482627,3.30476,0.08055483,-0.5238439,0.01243624,0.8479056
22999977,-1.708551,0.01450288,3.311285,0.08165906,-0.5283158,0.01226841,0.8450229
23142834,-1.702043,0.01408099,3.318173,0.08232486,-0.5421214,0.00883441,0.8362111
23285691,-1.694352,0.01544057,3.325295,0.08299699,-0.5370056,0.01835724,0.8392851
23428548,-1.687993,0.01682614,3.331825,0.07593875,-0.5312384,0.02599185,0.8434118
23571405,-1.68469,0.01712027,3.335249,0.0748973,-0.5332886,0.02704797,0.842177
23714262,-1.681884,0.01776499,3.338315,0.07009138,-0.5296333,0.0283537,0.8448502
23857119,-1.678934,0.01776001,3.341224,0.06759378,-0.5292222,0.02900136,0.8452892
23999976,-1.675802,0.01806653,3.344483,0.06593912,-0.5302482,0.03002187,0.8447412
24142833,-1.672658,0.01837434,3.347755,0.06427708,-0.5312758,0.03104658,0.8441864
24285690,-1.67092,0.01786527,3.349954,0.06419404,-0.5292053,0.03137388,0.8454801
24428547,-1.668073,0.01800536,3.353018,0.06276311,-0.5298002,0.0323023,0.8451799
24571404,-1.665272,0.01806064,3.356086,0.06132136,-0.5303444,0.03315909,0.8449113
24714261,-1.664222,0.0178322,3.357783,0.0644475,-0.5308967,0.03343982,0.8443205
24857118,-1.661733,0.01784419,3.360599,0.06368344,-0.5314766,0.03426402,0.8439805
24999975,-1.660327,0.01728198,3.362461,0.07120612,-0.5315981,0.03623888,0.84322
25142832,-1.65816,0.0170702,3.365035,0.07231016,-0.5320423,0.03738597,0.8427958
25285689,-1.655941,0.01692624,3.367654,0.07294501,-0.5325357,0.03842355,0.8423826
25428546,-1.655756,0.01800708,3.370012,0.07710454,-0.5305519,0.03797057,0.843284
25571403,-1.654185,0.01813987,3.372443,0.07805306,-0.5304769,0.03884321,0.8432041
25714260,-1.652468,0.0182379,3.374978,0.07915072,-0.530553,0.03965876,0.843016
25857117,-1.653104,0.01883787,3.37685,0.07679923,-0.5287167,0.03786848,0.8444682
25999974,-1.65193,0.01904517,3.379304,0.07706274,-0.5285143,0.03805217,0.8445626
26142831,-1.650753,0.01925741,3.38174,0.07760058,-0.5282933,0.03844594,0.8446338
26285688,-1.652233,0.02060492,3.383043,0.07131809,-0.5254481,0.03348384,0.8471699
26428545,-1.651622,0.02101317,3.38524,0.07081414,-0.5248373,0.03306992,0.847607
26571402,-1.651008,0.02142382,3.387449,0.07030729,-0.5242224,0.03265363,0.8480457
26714259,-1.652687,0.02387176,3.387134,0.06443433,-0.5241015,0.03022337,0.8486769
26857116,-1.652567,0.02468902,3.388847,0.06310276,-0.5235815,0.02949312,0.8491235
26999973,-1.652447,0.0255108,3.39057,0.06176396,-0.5230573,0.02875892,0.84957
27142830,-1.654015,0.0277147,3.388789,0.05364238,-0.5299316,0.0220676,0.8460544
27285687,-1.654276,0.02878724,3.38984,0.05137744,-0.5304528,0.02048192,0.8459082
27428544,-1.654313,0.02866346,3.389009,0.05025557,-0.5353944,0.01825937,0.842908
27571401,-1.654538,0.02922469,3.389405,0.04885164,-0.5368501,0.01658927,0.8420988
27714258,-1.654788,0.03000572,3.389983,0.04687895,-0.538098,0.01490641,0.8414456
27857115,-1.6551,0.02885626,3.389287,0.05082315,-0.5396423,0.01836263,0.8401583
27999972,-1.655219,0.02904843,3.389539,0.0505234,-0.5411069,0.01862062,0.8392282
28142829,-1.655437,0.02938445,3.38981,0.04961061,-0.5424164,0.01792789,0.8384521
28285686,-1.655655,0.02971929,3.390079,0.0487006,-0.5437196,0.01723734,0.8376755
28428543,-1.656536,0.02817494,3.388412,0.05368345,-0.5439301,0.0241194,0.8370642
28571400,-1.65686,0.02816963,3.388333,0.05358806,-0.5450908,0.02446543,0.8363048
28714257,-1.657593,0.02704686,3.387347,0.05728221,-0.5451764,0.02815729,0.835888
28857114,-1.657953,0.02660604,3.387014,0.05778114,-0.5462059,0.029177,0.8351462
28999971,-1.658374,0.02631685,3.386727,0.05826535,-0.5471921,0.03005626,0.8344355
